id,date,date_unixtime,professor_id,professor_name_raw,department,course_name,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,grading_status_raw,attendance_status_raw,comment_text,term,parse_error,sentiment_label,sentiment_score
24,2021-09-05T01:13:55,1630788235,,امیر حسین کردبچه,فیزیک,فیزیک ۱,10.0,10.0,8.0,10.0,9.0,10.0,دست باز و با ارفاق,یادم نمیاد,"استاد فوق العاده خوش برخورد هستن
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",مهر 97,False,recommended,0.9666057825088501
25,2021-09-05T01:21:50,1630788710,,محمدرضا زمانی,فیزیک,ترمودینامیک۱- ترمودینامیک۲,10.0,10.0,10.0,5.0,10.0,10.0,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,"فکر نکنم صرف حضور در کلاس تاثیر مثبت داشته باشه ولی فعالیت خیلی مهمه براشون
جزوشون کامله ولی کتاب مرجع هم معرفی میکنن
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",مهر 99,False,recommended,0.6142354011535645
28,2021-09-05T05:32:07,1630803727,,زینب موحدی,مهندسی_کامپیوتر,مبانی کامپوتر، برنامه نویسی پیشرفته,9.0,9.0,6.0,5.0,5.0,6.0,نمره خوبی نمیشه ازشون گرفت,حضور و غیاب نمی کند,"ایشان دانش بالایی دارند اما متاسفانه از لحاظ نظم ، مدیریت زمان و دادن تمرین های پوشش دهنده ضعیف بودند و از همه بد تر اینکه اندازه تلاشت بهت نمره نمیده و معمولا همه حتی نفر اول کلاس هم از نمره اش ناراضیه. من خودم به شخصه پیشنهاد نمیکنم.
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 99,False,not_recommended,0.7513352632522583
29,2021-09-05T05:32:28,1630803748,,محمد واحدی,فیزیک,فیزیک ۲,8.0,10.0,10.0,9.0,8.0,10.0,منصفانه و هرچی خودت بگیری,حضور مهم نیست اما تاثیر مثبت دارد,"من پیشنهاد میکنم
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 99,False,recommended,0.5286288857460022
30,2021-09-05T05:34:06,1630803846,,وصال حکمی,مهندسی_کامپیوتر,ریاضیات گسسته,3.0,10.0,1.0,3.0,7.0,10.0,نمره خوبی نمیشه ازشون گرفت,حضور و غیاب نمی کند,"چیزی اضافه ایی نیست
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 99,False,no_idea,0.4215430021286011
31,2021-09-05T05:34:41,1630803881,,حمید صفاری,مکانیک,کارگاه تاسیسات,8.0,9.0,7.0,9.0,8.0,10.0,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,"در کل کارگاه تأسیسات به صورت مجازی درس ساده ای هست و با گوش کردن سر کلاس میشه راحت نمرۀ بالا گرفت، امتحان پایان ترم نداشت و صرفاً ۴ تا کوییز بود و یک ارائه. فکر کنم حضور و غیاب هم حدود ۴ نمره داشت. ضمناً اگر ارائه خوب باشه نمرۀ مثبت داره و می تونه کوییزها رو جبران کنه. نمرۀ نهایی هم خیلی دقیق محاسبه میشه و تا ۲ نمره هم جای شیفت داره
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 99,False,recommended,0.9624534845352173
32,2021-09-05T05:59:50,1630805390,,مهدی نویدبخش,مکانیک,یاتاقان و روغنکاری,9.0,7.0,6.0,7.0,6.0,8.0,دست باز و با ارفاق,یادم نمیاد,"درس دو واحدیه، امتحانش دو قسمت داره، قسمت مسائلش از لحاظ حجم محاسبات واقعا زیاده و باید قبلش زیاد تمرین کرده باشین. یک ارائه هم داره که حدود ۶-۷ نمره داشته باشه با این حال میانگین نمرات حدود ۱۶-۱۷ بود
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",مهر 99,False,recommended,0.9450849294662476
33,2021-09-05T06:27:48,1630807068,,دکتر رامین هاشمی,مکانیک,مکانیک محیط و آنالیز شکل دهی,9.0,9.0,9.0,7.0,8.0,10.0,دست باز و با ارفاق,حضور مهم نیست اما تاثیر مثبت دارد,"خوبه کلا،
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",مهر 99,False,recommended,0.8969290852546692
34,2021-09-05T06:36:41,1630807601,,روح الله طالبی توتی,مکانیک,ارتعاشات مکانیکی,9.0,8.0,6.0,6.0,9.0,9.0,دست باز و با ارفاق,حضور مهم نیست اما تاثیر مثبت دارد,"حضوری داشتم، در کل روند تدریس و برگزاری کلاس خوبه، ظاهرا نمرۀ خوب هم میشه گرفت و میانگین نمرات دکتر طالبی از بقیه اساتید بالاتره، کتاب مرجع معرفی می کنن ولی همون مطالب سر کلاس کفایت میکنه
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 97,False,recommended,0.9103367328643799
35,2021-09-05T10:11:27,1630820487,,ساسان آسیایی,مکانیک,دینامیک ماشین,7.0,7.0,5.0,7.0,8.0,9.0,منصفانه و هرچی خودت بگیری,حضور و غیاب نمی کند,"چیزی اضافه ایی نیست
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 99,False,no_idea,0.4215430021286011
36,2021-09-05T11:49:01,1630826341,,علی پارسا,ریاضی,1-ریاضی ۱ 2-ریاضی ۲,10.0,10.0,9.0,10.0,10.0,10.0,نمره خوبی نمیشه ازشون گرفت,حضور و غیاب نمی کند,"خیلی خوبه
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 99,False,recommended,0.8513926267623901
37,2021-09-05T11:58:43,1630826923,,خالقی,مهندسی_صنایع,کارگاه تخصصی,10.0,8.0,8.0,8.0,8.0,9.0,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,"چیزی اضافه ایی نیست
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 99,False,no_idea,0.4215430021286011
38,2021-09-05T12:50:06,1630830006,,محبوبه مولوی عربشاهی,ریاضی,محاسبات عددی,10.0,10.0,8.0,9.0,9.0,10.0,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,"ارفاق بستگی به فعالیت و حضور مفید دانشجو داره، سر کلاس سوالای ساده ای میپرسن، آخر هر جلسه تمرینای ساده ای میزارن که با خوندن جزوه میشه بهشون پاسخ داد، حین تدریس از اکسل استفاده میکنن و یاد میدن و سر امتحان هم اکسل و متلب و .. . قبول میکنن ولی اجباری نیست.
فعال بودن شمارو تو کلاس میتونن کنار اسمتون ببینن، اگه صفحه کلاس رو ببینید، زرد و بعد قرمز میشه اما اگه صفحه لپتاپ یا گوشیتون سر کلاس باشه سبز میشه.اگه حضور مفید داشته باشید، هم خیلی خوب درسو متوجه میشید و واستون ساده میشه و هم استاد هم ارفاق خوبی میکنه.
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 99,False,recommended,0.7921726107597351
39,2021-09-05T12:56:15,1630830375,,محمد اخلاقی,مکانیک,سیالات ۱,8.0,6.0,6.0,6.0,4.0,4.0,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,"حضور غیاب بسیار مهم است و بین 5 تا 8 نمره را شامل میشود. 
مابقی نمره شامل امتحان پایانترم و میانترم است که در دوران مجازی به شدت وقت کم میدادند برای امتحان، اما باز هم میشد مقدار قابل قبولی نوشت(سوالات یکی یکی نمایش داده میشه😊) 
حدودا 200تا تمرین و تحقیق میدهند که با یک سرچ اونارو پیدا میکنید. 
اما همه چی بستگی داره که نماینده کلاس و تی ای های استاد خوب باشند که در این صورت اصلا سخت گیری نمیکنند و نمره تمارین رو کامل میدهند. 
آخر ترم هم باید داخل یک سی دی تمام تمارین و امتحانا و.... کلا هرچیزی رو که انجام دادید براش پست کنید یا حضوری ببرید.
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",مهر 99,False,no_idea,0.46344026923179626
40,2021-09-05T12:57:00,1630830420,,سمانه قندهاریون,مکانیک,ترمودینانیک۲,10.0,9.0,9.0,9.0,8.0,10.0,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,"چیزی اضافه ایی نیست
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 98,False,no_idea,0.4215430021286011
41,2021-09-05T13:24:28,1630832068,,مسعود اسم خانی,مکانیک,مدیریت و کنترل پروژه,10.0,10.0,10.0,10.0,9.0,9.0,دست باز و با ارفاق,حضور مهم نیست اما تاثیر مثبت دارد,"استاد در طول ترم هر هفته تمریناتی میدهند که با اکسل یا ورد انجام میشه و درنهایت پروژه اصلی که با MSP انجام میشه و آموزش این نرم افزار رو قرار میده براتون، بعدش باید مشابه کارهای آموزش رو روی پروژتون اعمال کنید و درواقع امتحان شما همینه و امتحان پایانترمی نداره
خیلی هم خوب نمره میده استاد
حضور غیاب هم میکنه بعضی وقتا ولی بعید میدونم خیلی تاثیر داشته باشه، حضور غیاب میکنه که یهو وسط کلاس خواست دانشجو همکاری کنه و دانشجو جواب سوالاش رو بده یهو غیبش نزنه و بزنه بیرون از کلاس
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 99,False,recommended,0.770660936832428
42,2021-09-05T13:29:26,1630832366,,سید حسن هاشم آبادی,مهندسی_شیمی,مکانیک سیالات ١,9.0,9.0,8.0,8.0,5.0,10.0,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,"اول کلاس پرسش دارن معمولا و نمره داره، دو تا پروژه هم دارن
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",مهر 99,False,no_idea,0.5014021396636963
43,2021-09-05T13:37:34,1630832854,,سجاد صادقی,ریاضی,ریاضی عمومی۲,10.0,10.0,10.0,10.0,10.0,10.0,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,"نمره دهی منصفانه. 
تدریس بسیار مسئولانه.
همراهی با کلاس و تقلب نکردن خیلی براشون اهمیت داره.
برای پاس شدن راهی نداری جز اینکه درس رو به خوبی یاد بگیری و اگه با کلاس پیش بری این کار اتفاقا لذت بخش هم  خواهدبود.
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 99,False,recommended,0.9826509356498718
44,2021-09-05T13:48:57,1630833537,,سجاد صادقی,ریاضی,ریاضی ۱ - ریاضی ۲,9.0,10.0,8.0,9.0,9.0,9.0,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,"زمانی که حضوری بود با استاد درس رو داشتم، درس رو از روی pdf کتاب میداد، چون جزوه نمی نوشتیم ممکن بود مقداری به مشکل بخوریم سر فهمیدن درس، ولی خب معمولا بچه ها از جزوه استاد پارسا یا کتاب های دیگه درس میخونن و اونا کافی هستش واسه امتحان، برگه امتحان رو هم اجازه میداد ببینیم بعد از دادن و نمره ها و اعتراض کنیم اون زمان که حضوری بود، من که چک کردم منصفانه تصحیح کرده بود برای من رو. 
حضور غیاب میکنه و معمولا تاثیر مثبت میده اگر باشی. 
اگر امتحانتو خیلی بد داده باشی و معلوم باشه درسو یاد نگرفتی پاس نمیکنه، باید از خودت بخش امتحان حداقل 8نمره جمع کنی که پاس کنه
~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 97,False,recommended,0.8771833777427673
45,2021-09-05T14:40:39,1630836639,,منادی,معارف,اخلاق اسلامی,4.0,4.0,7.0,5.0,5.0,5.0,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,"فعلا که این استاد نیست تو این دانشگاه که خداروشکر، ولی واسه آیندگان میگم که خدای نکرده اگر یه روز برگشت هیچوقت با این استاد برندارید. 
باتوجه به حجم فعالیت هایی که باید انجام بدی نمره خوبی نمیده
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",مهر 97,False,recommended,0.6262996196746826
46,2021-09-05T14:41:05,1630836665,,علی محمد تاج الدین,معارف,تاریخ تحلیلی صدر اسلام,9.0,10.0,10.0,9.0,9.0,9.0,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,"۵نمره میانترم
۱۰نمره پایانترم
۳نمره نهاد
۲نمره فعالیت های کلاسی،مثلا جواب پرسش هایی که میگه رو براش بفرستیم از طریق راه ارتباطی ای که میگه یا ارائه بدیم سرکلاس
۱نمره اضافه حضورغیاب داره

در کل استاد خوبیه برا این درس
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",مهر 99,False,recommended,0.947664201259613
47,2021-09-05T14:41:15,1630836675,,غلامحسین یاری,ریاضی,معادلات دیفرانسیل- آمار و احتمالات مهندسی,9.0,8.0,5.0,10.0,8.0,10.0,منصفانه و هرچی خودت بگیری,حضور مهم نیست اما تاثیر مثبت دارد,"چیزی اضافه ایی نیست
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 99,False,no_idea,0.4215430021286011
48,2021-09-05T14:42:28,1630836748,,اسماعیل اسفندیاری,معارف,انقلاب اسلامی ایران,8.0,10.0,10.0,7.0,10.0,10.0,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,"چیزی اضافه ایی نیست
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 99,False,no_idea,0.4215430021286011
50,2021-09-05T14:48:35,1630837115,,محمد امینی فارسانی,معارف,زبان انگلیسی,10.0,10.0,10.0,10.0,10.0,10.0,منصفانه و هرچی خودت بگیری,حضور و غیاب نمی کند,"فعالیت کلاسی و صحبت کردن سر کلاس براشون خیلی اهمیت داره
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 99,False,recommended,0.7111056447029114
51,2021-09-05T15:05:11,1630838111,,محسن نصیری,معارف,فارسی,9.0,10.0,8.0,10.0,10.0,10.0,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,"در مورد نمره، اگه زرنگ باشین و سر کلاس اکثر poll هایی که میزارن رو درست جواب بدین، خیلی راحت میتونین نمره بالا و حتی 20 بگیرین.
اما اگه میخواهید سر کلاس توجه و حضور چندان نداشته باشید، باید برای امتحان ترم آماده باشید. که از اونم نمره دلچسبی نمیشه کسب کرد.
نمره تون رو هم ابتدا بر حسب poll هایی که جواب دادید حساب میکنن، و اینکه اگر راضی نبودید باید امتحان بدید اونم تستی.
یه دونه ارائه کتاب هم سر کلاس باید داشته باشین که البته نمره اضافه داره، ولی کار از محکم کاری عیب نمیکنه.
~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",مهر 99,False,no_idea,0.6511052846908569
52,2021-09-05T15:06:15,1630838175,,رحمان فرنوش,ریاضی,آمار و احتمال مهندسی,6.0,6.0,5.0,8.0,7.0,10.0,نمره خوبی نمیشه ازشون گرفت,حضور و غیاب نمی کند,"چیزی اضافه ایی نیست
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 99,False,no_idea,0.4215430021286011
53,2021-09-05T15:09:58,1630838398,,الهام فتاحی,ریاضی,ریاضی ۲,9.0,8.0,10.0,10.0,7.0,10.0,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,"چیزی اضافه ایی نیست
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 99,False,no_idea,0.4215430021286011
54,2021-09-05T15:12:57,1630838577,,رضا سعادتی,ریاضی,ریاضی 2,9.0,9.0,9.0,9.0,8.0,9.0,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,"در طول ترم ۳-۴ تا آزمون گرفته میشه که جمع اونها نمره پایانی هستش
سوالات آزمون ها از سطح کلاس خیلی بالاتر بودن و همینطور تایم آزمون به نسبت خیلی کم
یه کلاس رفع اشکال هم با TAدارن
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 99,False,recommended,0.8961458206176758
55,2021-09-05T15:17:17,1630838837,,احمد فروغ,ریاضی,ریاضی مهندسی,7.0,8.0,5.0,8.0,9.0,10.0,منصفانه و هرچی خودت بگیری,حضور و غیاب نمی کند,"در مجموع سخت گیر نیست و در زمینه تدریس هم حرفی برای گفتن نداره. نمره هم شاید با کمی ارفاق بسته به نظر خودش
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 98,False,recommended,0.5536834001541138
56,2021-09-05T15:18:30,1630838910,,وحید بروجردیان,مهندسی_عمران,استاتیک,10.0,10.0,9.0,9.0,10.0,10.0,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,"یه کلاس رفع اشکال با TA هستش که خیلی جامع و کامله 
مطالب مهم یکبار دیگه مطرح میشه و حل تمرین اضافی دارند
نمره پایانی به واسطه امتحانات ترم و میانترم و دو تا پروژه که آخر ترم داده میشه مشخص میشه
هر هفته باید تمارین تحویلی به TA ارسال شوند
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 99,False,recommended,0.9637767672538757
57,2021-09-05T15:23:19,1630839199,,حسین سجادی,معارف,اندیشه 2,10.0,10.0,10.0,10.0,9.0,10.0,منصفانه و هرچی خودت بگیری,حضور و غیاب نمی کند,"چیزی اضافه ایی نیست
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 99,False,no_idea,0.4215430021286011
